DATE,SP500,T10YFF,CORESTICKM159SFRBATL,PCE,JTSJOL
1970-01-01,.,-1.1642857142857143,6.592370014,628.7,.
1970-02-01,.,-1.7066666666666667,7.053805927,634.0,.
1970-03-01,.,-0.62380952380952380952,6.993096123,632.3,.
1970-04-01,.,-0.69500000000000000000,6.817838113,636.0,.
1970-05-01,.,0.04714285714285714286,6.947734731,642.4,.
1970-06-01,.,0.30136363636363636364,7.151974844,646.3,.
1970-07-01,.,0.34818181818181818182,7.00787567,648.5,.
1970-08-01,.,0.90571428571428571429,7.114872285,652.9,.
1970-09-01,.,1.1257142857142857,7.081263039,659.1,.
1970-10-01,.,1.1395238095238095,7.057638255,658.3,.
1970-11-01,.,1.2505882352941176,7.327620064,656.6,.
1970-12-01,.,1.5436363636363636,7.342681298,665.6,.
1971-01-01,.,1.9430000000000000,7.014858012,676.1,.
1971-02-01,.,2.4511111111111111,6.329604979,679.4,.
1971-03-01,.,1.9947826086956522,5.50160847,682.0,.
1971-04-01,.,1.6714285714285714,5.306250794,688.8,.
1971-05-01,.,1.7335000000000000,5.060279237,691.1,.
1971-06-01,.,1.6104545454545455,5.239199701,699.8,.
1971-07-01,.,1.4295238095238095,5.165044197,698.9,.
1971-08-01,.,1.01227272727272727273,4.913620811,704.9,.
1971-09-01,.,0.61666666666666666667,4.672385308,713.0,.
1971-10-01,.,0.72000000000000000000,4.376576593,715.8,.
1971-11-01,.,0.92050000000000000000,3.953153899,720.9,.
1971-12-01,.,1.8340909090909091,3.677258309,728.4,.
